0,1,0,1,2,2,10,0,0
0,1,0,1,2,2,10,0,0
1,1,0,0,15,6,43,0,0
0,1,0,1,2,2,10,0,0
0,0,1,1,9,3,27,0,0
0,1,1,1,29,6,84,0,0
0,1,0,1,2,2,10,0,0
0,1,0,0,2,2,5,0,0
0,1,1,0,15,6,41,0,0
0,1,1,1,23,6,69,0,0
0,1,0,1,2,2,10,0,0
0,1,0,0,14,5,38,0,0
0,1,1,1,6,4,25,0,0
0,0,0,0,0,0,0,0,0
1,0,0,1,6,2,18,0,0
0,1,0,1,2,2,10,0,0
0,1,0,0,10,3,24,0,0
0,1,0,0,10,3,24,0,0
0,0,0,1,2,1,9,0,0
0,1,0,0,10,3,23,0,0
0,1,1,1,14,5,41,0,0
0,1,1,1,14,5,41,0,0
0,0,1,0,3,2,11,0,0
0,0,0,1,2,1,9,0,0
0,1,0,1,2,2,8,0,0
0,1,0,1,2,2,8,0,0
0,0,0,0,1,1,2,0,0
1,1,0,0,29,9,84,0,0
0,1,0,0,10,3,24,0,0
0,1,0,0,3,2,14,0,0
0,1,0,0,3,2,14,0,0
0,0,0,0,1,1,6,0,0
0,1,0,1,2,2,8,0,0
0,1,1,1,29,6,85,0,0
0,1,0,0,3,2,14,0,0
0,1,1,1,14,5,41,0,0
0,1,1,1,29,6,86,0,0
0,1,0,0,12,8,39,0,0
0,1,0,1,2,2,8,0,0
0,1,1,0,9,6,29,0,0
0,1,0,0,10,3,24,0,0
0,1,0,0,10,3,24,0,0
1,1,0,1,14,6,48,0,0
0,1,0,1,2,2,10,0,0
0,1,1,1,7,4,27,0,0
0,1,0,1,2,2,8,0,0
0,1,0,1,2,2,8,0,0
0,0,0,1,12,2,37,0,0
0,1,0,1,2,2,7,0,0
0,1,1,1,2,2,10,0,0
0,0,0,1,5,2,19,0,0
0,0,0,0,7,4,22,0,1
0,0,0,1,5,2,19,0,0
0,0,0,0,1,1,8,0,0
0,1,1,1,4,2,12,0,0
0,1,0,0,13,5,38,0,0
0,1,0,1,2,2,10,0,0
0,0,0,1,5,2,18,0,0
1,1,0,1,14,6,48,0,0
0,1,0,0,2,2,7,0,0
0,1,0,0,12,8,39,0,0
